customer_id,invoice_id,list_of_goods
8394,9738622,"['canned_tuna', 'zucchini', 'green grapes', 'escalope', 'fresh bread', 'body spray', 'rice', 'gums', 'spaghetti', 'mayonnaise', 'cake', 'napkins', 'fromage blanc', 'ham', 'french fries', 'cooking oil', 'oil', 'chicken', 'muffins']"
4850,1793710,"['seabass', 'beer', 'white wine', 'fresh bread', 'half-life: alyx', 'blueberries', 'shrimp', 'iMac', 'asparagus', 'milk', 'gums', 'water spray', 'champagne', 'pepper']"
9493,11079753,"['cake', 'oil', 'mayonnaise', 'chicken', 'babies food']"
648,5200990,"['tomato sauce', 'blueberries', 'frozen smoothie', 'portal 2', 'yogurt cake', 'cooking oil', 'candy bars', 'pokemon scarlet', 'cottage cheese']"
8392,6762070,"['soup', 'tomato juice', 'fresh bread', 'cake', 'whole wheat rice', 'google tablet', 'body spray', 'cooking oil', 'minecraft', 'milk', 'candy bars', 'oil', 'cottage cheese', 'black beer']"
7679,11772661,"['soup', 'white wine', 'cider', 'iMac', 'iphone 8', 'asparagus', 'dessert wine', 'airpods', 'black beer', 'antioxydant juice', 'laptop']"
7935,2954386,"['cake', 'olive oil', 'french fries', 'hot dogs', 'meatballs', 'dessert wine', 'oil', 'cream']"
2646,11402293,"['beer', 'white wine', 'cider', 'iphone 8', 'beats headphones', 'champagne', 'muffins']"
440,11297225,"['soup', 'spaghetti', 'tomatoes', 'french fries', 'bluetooth headphones', 'cooking oil', 'yams', 'gums', 'shampoo', 'oil', 'half-life 2', 'mayonnaise']"
7354,2997364,"['cake', 'napkins', 'tomato sauce', 'yogurt cake', 'cooking oil', 'candy bars', 'burger sauce', 'oil', 'chocolate', 'french wine', 'ketchup']"
2467,3704573,"['toilet paper', 'cake', 'final fantasy XIX', 'portal', 'muffins', 'oil', 'cottage cheese', 'cream', 'cereals', 'ketchup', 'metroid prime']"
9704,9279135,"['white wine', 'ground beef', 'cooking oil', 'hot dogs', 'samsung galaxy 10']"
52,6414754,"['pet food', 'beer', 'white wine', 'cider', 'bluetooth headphones', 'cooking oil', 'whole wheat pasta', 'beats headphones', 'phone charger', 'cream', 'black beer', 'energy drink']"
1585,9351599,"['cake', 'spaghetti', 'trout', 'parmesan cheese', 'ground beef', 'megaman zero 3', 'cooking oil', 'cotton buds', 'zucchini', 'turkey', 'shallot', 'oil']"
7117,4175732,"['cake', 'napkins', 'butter', 'half-life: alyx', 'french fries', 'cooking oil', 'ratchet & clank 3', 'burger sauce', 'green grapes', 'muffins', 'strawberries']"
6637,4373037,"['pet food', 'white wine', 'eggs', 'shower gel', 'olive oil', 'metroid fusion', 'cookies', 'cooking oil', 'gums', 'iPad', 'oatmeal', 'cream']"
6925,9542613,"['cake', 'olive oil', 'frozen smoothie', 'final fantasy XXII', 'cooking oil', 'oil', 'cottage cheese', 'mayonnaise', 'cookies', 'muffins', 'carrots']"
3154,11524771,"['soup', 'ratchet & clank 2', 'parmesan cheese', 'yogurt cake', 'candy bars', 'pasta', 'oil', 'oatmeal', 'ketchup', 'antioxydant juice']"
8827,5650466,"['white wine', 'canned_tuna', 'cider', 'champagne', 'samsung galaxy 10', 'phone charger', 'black beer', 'laptop']"
6513,1193955,"['pokemon shield', 'ketchup', 'oil', 'cream', 'cereals']"
4417,1193955,"['pokemon shield', 'ketchup', 'oil', 'cream', 'cereals']"
3517,8617095,"['whole wheat rice', 'cologne', 'portal', 'cooking oil', 'oil', 'milk', 'hot dogs', 'candy bars', 'chili', 'salmon', 'muffins']"
6121,9127852,"['ratchet & clank 2', 'spaghetti', 'grated cheese', 'parmesan cheese', 'green beans', 'burgers', 'ham', 'cooking oil', 'asparagus', 'gums', 'airpods', 'oil']"
4850,962863,"['bramble', 'beer', 'white wine', 'pancakes', 'chocolate bread', 'cider', 'ground beef', 'yogurt cake', 'corn', 'oatmeal', 'ketchup', 'laptop']"
5143,5063516,"['soup', 'white wine', 'fresh bread', 'whole wheat rice', 'black beer', 'cider', 'gluten free bar', 'champagne', 'samsung galaxy 10', 'half-life 2', 'french wine']"
4686,6934840,"['soup', 'almonds', 'whole wheat rice', 'cooking oil', 'shallot', 'shampoo', 'oil', 'tooth brush', 'cereals']"
5656,6951987,"['olive oil', 'butter', 'ham', 'yogurt cake', 'cooking oil', 'minecraft', 'rice', 'candy bars', 'pasta', 'oil', 'strong cheese']"
8394,10097597,"['fresh bread', 'whole wheat rice', 'black tea', 'deodorant', 'canned_tuna', 'french fries', 'corn', 'cooking oil', 'gums', 'half-life 2', 'oil', 'final fantasy XXII']"
6403,566066,"['soup', 'burgers', 'babies food', 'french fries', 'mineral water', 'cooking oil', 'pepper', 'megaman zero 2', 'milk', 'gums', 'brownies', 'green grapes', 'oil', 'cream', 'cereals', 'strong cheese']"
8234,540315,"['babies food', 'cooking oil', 'gums', 'candy bars', 'oil', 'ketchup', 'strong cheese']"
9638,6915449,"['bramble', 'beer', 'white wine', 'almonds', 'fromage blanc', 'black beer', 'cider', 'chutney', 'iphone 8', 'iPad', 'dessert wine', 'samsung galaxy 10', 'escalope', 'red wine']"
2544,3369342,"['cake', 'napkins', 'vacuum cleaner', 'french fries', 'red wine', 'mashed potato', 'asparagus', 'yams', 'gums', 'shampoo', 'oil', 'pokemon scarlet', 'cream', 'babies food', 'strawberries']"
3439,3176365,"['pet food', 'beer', 'cake', 'tomatoes', 'chutney', 'oil', 'babies food']"
1149,12223735,"['soup', 'fresh bread', 'cooking oil', 'phone car charger', 'airpods', 'pasta', 'oil', 'chocolate', 'muffins']"
1907,7627266,"['white wine', 'french wine', 'shrimp', 'iphone 8', 'candy bars', 'dessert wine', 'oil', 'phone charger', 'black beer', 'laptop']"
399,10076649,"['white wine', 'bluetooth headphones', 'shrimp', 'iphone 8', 'red wine']"
9403,4343906,"['pet food', 'cake', 'napkins', 'olive oil', 'whole wheat rice', 'cooking oil', 'cotton buds', 'gums', 'oil', 'phone charger', 'muffins', 'protein bar']"
2445,3330766,"['fresh bread', 'olive oil', 'yogurt cake', 'cooking oil', 'low fat yogurt', 'candy bars', 'beats headphones', 'oil', 'chicken']"
8209,2768857,"['cake', 'napkins', 'fresh bread', 'spaghetti', 'french fries', 'yogurt cake', 'cooking oil', 'shallot', 'soda', 'oil', 'oatmeal', 'cream', 'muffins', 'babies food']"
9994,9397221,"['beer', 'white wine', 'google tablet', 'cider', 'bluetooth headphones', 'hand protein bar', 'water spray', 'champagne', 'light mayo']"
10140,6142202,"['cooking oil', 'whole wheat rice', 'muffins', 'oil']"
569,2821675,"['soup', 'white wine', 'half-life: alyx', 'french wine', 'iMac', 'meatballs', 'dessert wine', 'half-life 2', 'oil', 'black beer', 'muffins']"
314,3373804,"['soup', 'mint green tea', 'cologne', 'cooking oil', 'cotton buds', 'milk', 'meatballs', 'salad', 'beats headphones', 'vegetables mix', 'oil', 'chicken', 'muffins']"
3664,5631995,"['spinach', 'cake', 'whole wheat rice', 'low fat yogurt', 'candy bars', 'gums', 'beats headphones', 'salt', 'oil', 'ketchup']"
9293,2013376,"['soup', 'deodorant', 'body spray', 'gums', 'candy bars', 'pasta', 'nonfat milk', 'oil', 'babies food']"
10121,11921837,"['beer', 'white wine', 'cake', 'pokemon shield', 'half-life: alyx', 'cotton buds', 'energy drink', 'dessert wine', 'nonfat milk', 'phone car charger', 'cookies', 'black beer', 'metroid prime']"
5988,10854637,"['pet food', 'soup', 'cake', 'napkins', 'butter', 'fresh bread', 'whole weat flour', 'shallot', 'gums', 'candy bars', 'oil']"
1800,11116866,"['cake', 'shower gel', 'avocado', 'deodorant', 'cooking oil', 'milk', 'iphone 8', 'candy bars', 'oil', 'ketchup', 'strawberries']"
7700,2492844,"['cake', 'napkins', 'chocolate bread', 'bluetooth headphones', 'cooking oil', 'milk', 'oil', 'mayonnaise', 'cookies']"
2243,10282130,"['white wine', 'cider', 'metroid fusion', 'ham', 'mashed potato', 'light mayo', 'dessert wine', 'samsung galaxy 10', 'oil', 'razor', 'black beer', 'herb & pepper', 'energy drink']"
10102,12166767,"['cake', 'deodorant', 'cooking oil', 'milk', 'oil', 'cookies', 'cereals']"
1030,3237488,"['cake', 'napkins', 'google tablet', 'deodorant', 'half-life: alyx', 'frozen smoothie', 'ground beef', 'sandwich', 'cooking oil', 'zucchini', 'muffins', 'candy bars', 'brownies', 'oil', 'ketchup']"
5389,1058233,"['white wine', 'fresh bread', 'fromage blanc', 'metroid fusion', 'sandwich', 'cooking oil', 'gums', 'candy bars', 'oil', 'babies food', 'toothpaste']"
8088,5307368,"['gums', 'spaghetti', 'cooking oil', 'oil']"
335,1909400,"['soup', 'cake', 'tomato sauce', 'whole weat flour', 'vacuum cleaner', 'oil', 'oatmeal', 'cream']"
9778,3693350,"['spinach', 'cake', 'cooking oil', 'ratchet & clank', 'gums', 'oatmeal', 'ketchup']"
7346,319242,"['phone charger', 'fromage blanc', 'whole wheat rice', 'napkins', 'whole wheat pasta', 'asparagus', 'honey', 'oil', 'mayonnaise', 'metroid prime']"
3063,3710446,"['napkins', 'grated cheese', 'mineral water', 'yogurt cake', 'cooking oil', 'oil', 'mint', 'carrots']"
8145,10478565,"['bramble', 'beer', 'white wine', 'napkins', 'cider', 'bluetooth headphones', 'gluten free bar', 'light mayo', 'dessert wine', 'fresh tuna', 'oatmeal', 'laptop']"
5536,5534024,"['olive oil', 'yogurt cake', 'ratchet & clank', 'oil', 'phone car charger', 'chicken', 'muffins', 'babies food']"
4044,7529694,"['bramble', 'beer', 'white wine', 'almonds', 'trout', 'cider', 'bluetooth headphones', 'dessert wine', 'black beer']"
7038,8135239,"['cake', 'black tea', 'bacon', 'cooking oil', 'asparagus', 'gluten free bar', 'candy bars', 'cream', 'tea', 'ketchup']"
1448,8202767,"['seabass', 'bramble', 'white wine', 'google tablet', 'chocolate bread', 'cider', 'shrimp', 'dessert wine', 'salmon', 'samsung galaxy 10', 'cereals']"
2146,6665466,"['olive oil', 'canned_tuna', 'rice', 'oil', 'mayonnaise', 'carrots']"
10106,7557273,"['white wine', 'google tablet', 'bluetooth headphones', 'champagne', 'cream', 'samsung galaxy 10']"
1305,4686596,"['cake', 'cologne', 'cooking oil', 'oil', 'mint', 'metroid prime']"
6832,2087377,"['bramble', 'white wine', 'cider', 'champagne', 'oil', 'french wine', 'red wine']"
491,8273405,"['chicken', 'pokemon shield', 'white wine', 'deodorant', 'cider', 'dessert wine', 'samsung galaxy 10', 'pepper', 'black beer', 'metroid prime', 'toothpaste']"
8576,2324227,"['bramble', 'beer', 'white wine', 'green beans', 'cider']"
9011,4267786,"['pet food', 'fresh bread', 'napkins', 'spaghetti', 'light cream', 'fromage blanc', 'blueberries', 'butter', 'vacuum cleaner', 'cooking oil', 'gums', 'candy bars', 'oil', 'cottage cheese', 'energy drink']"
2485,9898660,"['soup', 'fromage blanc', 'cake', 'tomato sauce', 'whole wheat rice', 'cooking oil', 'minecraft', 'dessert wine', 'oil']"
4010,7571564,"['bramble', 'olive oil', 'napkins', 'green beans', 'cooking oil', 'frozen vegetables', 'iphone 8', 'oil', 'french wine', 'muffins']"
4253,3450106,"['almonds', 'fresh bread', 'cake', 'tomatoes', 'hot dogs', 'asparagus', 'nonfat milk', 'soda', 'oil', 'cookies', 'herb & pepper']"
8965,3753896,"['soup', 'white wine', 'extra dark chocolate', 'cider', 'sparkling water', 'red wine', 'cologne', 'bluetooth headphones', 'cooking oil', 'milk', 'gluten free bar', 'hand protein bar', 'samsung galaxy 10', 'pepper', 'black beer', 'laptop']"
3794,2079323,"['beer', 'white wine', 'spaghetti', 'green tea', 'black beer', 'cider', 'barbecue sauce', 'samsung galaxy 10', 'phone car charger', 'french wine', 'red wine']"
7590,10975200,"['white wine', 'google tablet', 'trout', 'chocolate bread', 'cider', 'iphone 8', 'hot dogs', 'dessert wine', 'pasta', 'salmon', 'cottage cheese', 'black beer', 'muffins', 'eggplant']"
10188,8006782,"['cake', 'spaghetti', 'olive oil', 'fresh bread', 'cooking oil', 'milk', 'oil', 'chocolate', 'oatmeal']"
7797,11335008,"['fresh bread', 'napkins', 'french fries', 'yogurt cake', 'cooking oil', 'sandwich', 'oil']"
248,3440202,"['white wine', 'napkins', 'black beer', 'cider', 'milk', 'champagne', 'dessert wine', 'samsung galaxy 10']"
3085,3109531,"['ketchup', 'pancakes', 'cake', 'spaghetti', 'green beans', 'french fries', 'cooking oil', 'oil', 'energy bar', 'cream', 'muffins']"
7134,11709890,"['pet food', 'fresh bread', 'cake', 'vacuum cleaner', 'yogurt cake', 'cooking oil', 'hot dogs', 'meatballs', 'oil', 'cauliflower']"
7791,7853494,"['soup', 'ratchet & clank 2', 'cake', 'tomatoes', 'avocado', 'sparkling water', 'cooking oil', 'gums', 'shallot', 'barbecue sauce', 'oil', 'mayonnaise', 'cookies']"
314,4649283,"['cake', 'fromage blanc', 'yogurt cake', 'cooking oil', 'ratchet & clank 3', 'oil', 'melons', 'final fantasy XXII']"
4263,5357449,"['bramble', 'beer', 'white wine', 'cider', 'iphone 8', 'oatmeal']"
2228,2718399,"['white wine', 'fresh bread', 'bluetooth headphones', 'french wine', 'sandwich', 'gluten free bar', 'candy bars', 'beats headphones', 'salmon', 'pokemon scarlet', 'phone charger', 'black beer']"
5740,9916573,"['cake', 'spaghetti', 'grated cheese', 'pickles', 'megaman zero 3', 'cooking oil', 'hot dogs', 'vegetables mix', 'shampoo', 'oil', 'mayonnaise', 'ketchup', 'energy drink']"
8835,10131634,"['soup', 'google tablet', 'whole wheat rice', 'iMac', 'iphone 8', 'water spray', 'champagne', 'airpods', 'final fantasy XXII']"
4356,1372634,"['toilet paper', 'shower gel', 'cooking oil', 'candy bars', 'oil']"
7098,9648392,"['eggs', 'cake', 'fromage blanc', 'spaghetti', 'mineral water', 'yogurt cake', 'cooking oil', 'body spray', 'metroid prime', 'pasta', 'oil', 'cottage cheese', 'babies food']"
10426,2429186,"['beer', 'white wine', 'iMac', 'gluten free bar', 'asparagus', 'beats headphones', 'candy bars', 'dessert wine', 'carrots']"
7700,7327665,"['cake', 'burgers', 'yogurt cake', 'cooking oil', 'ratchet & clank', 'chili', 'oil', 'oatmeal', 'cream']"
3572,4327049,"['white wine', 'cake', 'canned_tuna', 'cider', 'champagne', 'dessert wine', 'samsung galaxy 10', 'french wine', 'red wine', 'toothpaste']"
3237,5330037,"['pet food', 'chocolate bread', 'yogurt cake', 'cooking oil', 'escalope', 'milk', 'ratchet & clank', 'mashed potato', 'candy bars', 'oil', 'muffins', 'babies food']"
10041,2174384,"['ham', 'sandwich', 'cooking oil', 'candy bars', 'green tea']"
8144,9037454,"['fresh bread', 'parmesan cheese', 'half-life: alyx', 'cooking oil', 'frozen vegetables', 'oil', 'oatmeal', 'final fantasy XXII', 'cookies', 'ketchup']"
3249,6006630,"['pet food', 'toilet paper', 'napkins', 'olive oil', 'deodorant', 'body spray', 'candy bars', 'green grapes', 'oil', 'black beer', 'muffins', 'laptop']"
2764,4213457,"['cake', 'olive oil', 'green beans', 'yogurt cake', 'cooking oil', 'turkey', 'gums', 'meatballs', 'oil', 'tooth brush', 'babies food']"
9536,3731693,"['flax seed', 'cake', 'megaman zero 3', 'rice', 'oil', 'cottage cheese', 'ketchup']"
3853,3145597,"['fresh bread', 'cake', 'megaman zero 2', 'yogurt cake', 'cereals', 'zucchini', 'asparagus', 'gums', 'candy bars', 'rice', 'megaman zero 4', 'oil', 'cream', 'samsung galaxy 10', 'muffins']"
4742,5863308,"['fresh bread', 'cooking oil', 'zucchini', 'frozen vegetables', 'ratchet & clank', 'gums', 'oil', 'cream']"
533,8492874,"['cake', 'tomato sauce', 'deodorant', 'body spray', 'cooking oil', 'salad', 'candy bars', 'oil', 'chocolate', 'oatmeal', 'cream', 'ketchup', 'babies food']"
6042,5806125,"['beer', 'pancakes', 'white wine', 'canned_tuna', 'parmesan cheese', 'cider', 'water spray', 'dessert wine', 'vegetables mix', 'oil', 'phone car charger', 'nonfat milk', 'french wine']"
711,9094926,"['fromage blanc', 'fresh bread', 'butter', 'spaghetti', 'yogurt cake', 'gums', 'iPad', 'oil', 'phone car charger', 'black beer', 'muffins']"
10331,3995038,"['bramble', 'fresh bread', 'cake', 'mineral water', 'cooking oil', 'candy bars', 'protein bar']"
5634,12225758,"['blueberries', 'candy bars', 'low fat yogurt', 'oil']"
7569,9991974,"['soup', 'fresh bread', 'light cream', 'vacuum cleaner', 'cooking oil', 'water spray', 'gums', 'fresh tuna', 'oil', 'phone charger']"
2180,10790060,"['pet food', 'grated cheese', 'spaghetti', 'cooking oil', 'gums', 'candy bars', 'rice', 'oil', 'mayonnaise', 'muffins']"
1403,5089177,"['white wine', 'olive oil', 'metroid prime', 'ratchet & clank', 'red wine']"
8212,1278314,"['ketchup', 'eggs', 'cake', 'spaghetti', 'grated cheese', 'whole weat flour', 'megaman zero 3', 'yogurt cake', 'cooking oil', 'corn', 'candy bars', 'megaman zero 4', 'oil', 'french wine', 'muffins', 'metroid prime']"
3722,9381533,"['white wine', 'grated cheese', 'half-life: alyx', 'zucchini', 'beats headphones', 'champagne', 'airpods', 'cottage cheese', 'black beer', 'ketchup', 'strawberries']"
69,5911575,"['bramble', 'white wine', 'pancakes', 'blueberries', 'burger sauce', 'oatmeal', 'mayonnaise']"
7566,7823532,"['white wine', 'chocolate bread', 'cider', 'airpods', 'dessert wine']"
7656,3866844,"['olive oil', 'napkins', 'french fries', 'chutney', 'soda', 'oil', 'oatmeal', 'muffins', 'antioxydant juice']"
202,2556102,"['beer', 'white wine', 'cider', 'corn', 'hand protein bar', 'gluten free bar', 'champagne', 'brownies', 'fresh tuna', 'portal 2', 'strong cheese', 'toothpaste']"
3209,1063832,"['white wine', 'cake', 'olive oil', 'bacon', 'toothpaste', 'shrimp', 'low fat yogurt', 'beats headphones', 'champagne', 'dessert wine', 'shampoo', 'salmon', 'french wine', 'red wine', 'strawberries']"
10471,11860341,"['soup', 'whole weat flour', 'water spray', 'rice', 'gums', 'turkey', 'shampoo', 'chicken', 'catfish', 'laptop']"
2252,8719348,"['bramble', 'pet food', 'white wine', 'almonds', 'cider', 'sparkling water', 'iphone 8', 'shallot', 'airpods', 'salt', 'cottage cheese', 'laptop']"
1162,112413,"['tomato juice', 'google tablet', 'chocolate bread', 'burgers', 'french fries', 'cooking oil', 'pokemon violet', 'rice', 'champagne', 'salt', 'oil', 'strong cheese']"
3489,10365194,"['beer', 'white wine', 'grated cheese', 'cider', 'vacuum cleaner', 'portal', 'shrimp', 'beats headphones', 'dessert wine', 'mint', 'samsung galaxy 10', 'ketchup']"
444,7397985,"['white wine', 'mineral water', 'candy bars', 'dessert wine', 'half-life 2', 'airpods', 'phone car charger', 'french wine']"
5219,2969235,"['beer', 'white wine', 'olive oil', 'deodorant', 'vacuum cleaner', 'cider', 'ham', 'cooking oil', 'melons', 'phone charger']"
777,7601452,"['beer', 'white wine', 'deodorant', 'half-life: alyx', 'cider', 'honey', 'shampoo', 'red wine']"
6960,10630092,"['cake', 'napkins', 'mint green tea', 'candy bars', 'soda', 'oil']"
6334,3550623,"['eggs', 'cake', 'shower gel', 'napkins', 'tomato sauce', 'ratchet & clank 2', 'whole weat flour', 'cider', 'zucchini', 'rice', 'candy bars', 'oil', 'herb & pepper']"
3911,10213263,"['fromage blanc', 'black tea', 'frozen smoothie', 'french fries', 'cooking oil', 'hand protein bar', 'asparagus', 'candy bars', 'oil', 'cookies', 'ketchup']"
7156,1506791,"['soup', 'cake', 'fresh bread', 'metroid fusion', 'yogurt cake', 'minecraft', 'shampoo', 'oil', 'strawberries']"
2881,3047419,"['fresh bread', 'fromage blanc', 'olive oil', 'cooking oil', 'milk', 'candy bars', 'airpods', 'oil', 'ketchup']"
1582,2783620,"['beer', 'white wine', 'trout', 'canned_tuna', 'cider', 'bluetooth headphones', 'whole wheat pasta', 'dessert wine', 'half-life 2', 'energy bar']"
4257,5902736,"['pet food', 'strong cheese', 'cake', 'deodorant', 'green beans', 'burgers', 'cooking oil', 'rice', 'oil', 'babies food']"
2252,9200893,"['ketchup', 'cider', 'french fries', 'sparkling water', 'portal', 'whole weat flour', 'gluten free bar', 'ratchet & clank 3', 'samsung galaxy 10', 'mushroom cream sauce', 'french wine', 'cereals', 'strong cheese']"
5557,6092935,"['whole weat flour', 'french fries', 'yogurt cake', 'cooking oil', 'ratchet & clank', 'pasta', 'chili', 'oil', 'toothpaste']"
9385,9008130,"['cake', 'tomatoes', 'olive oil', 'avocado', 'burgers', 'chutney', 'cooking oil', 'gums', 'candy bars', 'oil', 'cookies', 'muffins']"
4735,5920635,"['bramble', 'soup', 'seabass', 'deodorant', 'cooking oil', 'salad', 'gums', 'candy bars', 'oil', 'muffins']"
6347,6377264,"['cake', 'whole wheat rice', 'catfish', 'light cream', 'bacon', 'cooking oil', 'milk', 'gums', 'rice', 'dessert wine', 'oil', 'muffins']"
6751,2268771,"['fresh bread', 'olive oil', 'napkins', 'parmesan cheese', 'cake', 'tomatoes', 'meatballs', 'candy bars', 'oil', 'melons', 'cereals']"
469,832319,"['sandwich', 'cotton buds', 'muffins', 'oil', 'tooth brush', 'ketchup', 'antioxydant juice']"
7572,568400,"['fresh bread', 'napkins', 'portal', 'body spray', 'cooking oil', 'tooth brush', 'pokemon violet', 'gums', 'candy bars', 'oil', 'cream', 'samsung galaxy 10', 'muffins', 'red wine']"
7686,11536147,"['napkins', 'french fries', 'candy bars', 'oil', 'tooth brush']"
295,12037649,"['yogurt cake', 'cooking oil', 'cotton buds', 'iMac', 'candy bars', 'oil', 'razor']"
4088,6269197,"['pet food', 'toilet paper', 'fresh bread', 'spaghetti', 'napkins', 'bacon', 'sandwich', 'cooking oil', 'milk', 'muffins', 'gums', 'oil', 'cottage cheese', 'escalope']"
1857,8345182,"['pet food', 'napkins', 'olive oil', 'parmesan cheese', 'cooking oil', 'cotton buds', 'pokemon violet', 'ratchet & clank', 'oil', 'cereals']"
473,4370398,"['bramble', 'beer', 'white wine', 'google tablet', 'cake', 'black tea', 'deodorant', 'cider', 'light mayo', 'dessert wine', 'airpods']"
6731,1967281,"['tomato sauce', 'whole wheat rice', 'olive oil', 'deodorant', 'ground beef', 'cooking oil', 'oil', 'mint']"
5768,7900354,"['canned_tuna', 'cider', 'french fries', 'whole wheat pasta', 'gums', 'beats headphones', 'dessert wine', 'phone car charger', 'mayonnaise']"
4331,9332760,"['white wine', 'canned_tuna', 'cider', 'french wine', 'milk', 'champagne', 'samsung galaxy 10']"
2695,5348298,"['white wine', 'pancakes', 'megaman zero 2', 'samsung galaxy 10', 'oatmeal', 'french wine']"
6333,4442824,"['pet food', 'strong cheese', 'parmesan cheese', 'green beans', 'cologne', 'megaman zero 2', 'ground beef', 'cooking oil', 'pokemon violet', 'rice', 'oil', 'mayonnaise', 'carrots']"
3423,12112114,"['fresh bread', 'spaghetti', 'half-life: alyx', 'body spray', 'megaman zero 2', 'milk', 'meatballs', 'gums', 'chili', 'oil', 'protein bar', 'catfish', 'babies food', 'strawberries']"
10438,408718,"['pancakes', 'tomato sauce', 'cake', 'butter', 'napkins', 'tomatoes', 'french fries', 'cooking oil', 'candy bars', 'oil', 'cookies']"
5239,5470450,"['bramble', 'white wine', 'megaman zero', 'chocolate bread', 'cider', 'dessert wine', 'fresh tuna', 'french wine']"
3978,8226098,"['cake', 'napkins', 'fresh bread', 'french fries', 'yogurt cake', 'cooking oil', 'mineral water', 'pokemon sword', 'ratchet & clank', 'gums', 'candy bars', 'oil', 'cottage cheese', 'mayonnaise']"
3063,7084849,"['fresh bread', 'final fantasy XIX', 'sparkling water', 'cooking oil', 'asparagus', 'oil', 'strong cheese']"
7749,7050205,"['pet food', 'fresh bread', 'napkins', 'final fantasy XIX', 'body spray', 'gums', 'oil']"
7354,6820578,"['napkins', 'whole wheat rice', 'canned_tuna', 'mineral water', 'hot dogs', 'oil', 'cottage cheese', 'cereals']"
390,4398208,"['flax seed', 'napkins', 'black tea', 'burgers', 'chutney', 'oil', 'oatmeal', 'muffins', 'energy drink']"
5899,10760305,"['soup', 'eggs', 'cake', 'sandwich', 'cooking oil', 'salad', 'ratchet & clank 3', 'burger sauce', 'oil', 'cookies', 'black beer', 'muffins']"
8890,2490503,"['spinach', 'tomato sauce', 'cake', 'parmesan cheese', 'cologne', 'vacuum cleaner', 'cooking oil', 'asparagus', 'low fat yogurt', 'oil', 'green tea', 'escalope']"
