customer_id,invoice_id,list_of_goods
2204,10632227,"['tomatoes', 'green tea', 'green beans', 'whole weat flour', 'zucchini', 'frozen vegetables', 'pokemon violet', 'asparagus', 'brownies', 'green grapes', 'final fantasy XX', 'cauliflower', 'carrots']"
2434,10769172,"['tomatoes', 'green beans', 'zucchini', 'gluten free bar', 'dessert wine', 'chili', 'pokemon scarlet', 'melons', 'herb & pepper']"
10227,2974974,"['cake', 'grated cheese', 'light cream', 'avocado', 'google tablet', 'zucchini', 'escalope', 'mashed potato', 'asparagus', 'green grapes', 'herb & pepper']"
8312,4917978,"['tomatoes', 'napkins', 'avocado', 'body spray', 'yogurt cake', 'zucchini', 'mashed potato', 'asparagus', 'water spray', 'shampoo', 'final fantasy XX', 'muffins', 'carrots', 'toothpaste']"
10329,6938928,"['tomatoes', 'burgers', 'babies food', 'oatmeal', 'asparagus', 'meatballs', 'mayonnaise', 'dessert wine', 'salt', 'green grapes', 'pokemon scarlet', 'nonfat milk', 'melons', 'cream', 'green tea', 'carrots']"
1735,907829,"['tomatoes', 'cotton buds', 'shallot', 'pepper', 'samsung galaxy 10', 'carrots']"
2475,185430,"['strawberries', 'tomatoes', 'megaman zero', 'canned_tuna', 'cologne', 'green grapes', 'razor', 'green tea', 'carrots', 'eggplant']"
4857,3493430,"['tomatoes', 'final fantasy XIX', 'mineral water', 'asparagus', 'tooth brush']"
4461,4468149,"['tomatoes', 'cologne', 'frozen vegetables', 'asparagus', 'turkey', 'shampoo', 'laptop', 'toothpaste']"
814,3813008,"['tomatoes', 'body spray', 'asparagus', 'meatballs', 'water spray', 'herb & pepper', 'carrots']"
3820,7044938,"['fromage blanc', 'tomatoes', 'frozen smoothie', 'mashed potato', 'hot dogs', 'salad', 'asparagus', 'candy bars']"
6137,2092086,"['shower gel', 'tomatoes', 'body spray', 'french wine', 'pokemon sword', 'hot dogs', 'water spray', 'shallot', 'vegetables mix', 'cauliflower']"
9137,9251712,"['flax seed', 'tomato juice', 'tomatoes', 'megaman zero 3', 'pokemon violet', 'asparagus', 'salad', 'honey', 'green grapes', 'carrots']"
5848,3688180,"['spinach', 'tomatoes', 'chocolate bread', 'ground beef', 'french fries', 'frozen vegetables', 'cauliflower', 'carrots']"
6762,72253,"['tomatoes', 'whole wheat rice', 'sandwich', 'asparagus', 'half-life 2', 'cauliflower', 'carrots', 'toothpaste']"
6376,4816772,"['bramble', 'flax seed', 'tomatoes', 'burgers', 'mashed potato', 'ratchet & clank', 'asparagus', 'shallot', 'metroid prime', 'carrots']"
7921,4478378,"['pet food', 'tomatoes', 'whole wheat pasta', 'asparagus', 'shampoo', 'green grapes', 'melons', 'chicken', 'carrots']"
5619,6556405,"['flax seed', 'strong cheese', 'fresh bread', 'tomatoes', 'deodorant', 'mashed potato', 'asparagus', 'meatballs', 'airpods', 'final fantasy XX', 'black beer', 'antioxydant juice', 'carrots', 'strawberries']"
6700,3641632,"['eggs', 'tomatoes', 'napkins', 'deodorant', 'burgers', 'megaman zero 2', 'asparagus', 'melons', 'tooth brush', 'herb & pepper', 'carrots']"
768,5384718,"['shower gel', 'tomatoes', 'chutney', 'asparagus', 'shallot', 'shampoo', 'melons', 'carrots', 'toothpaste']"
3889,1311690,"['herb & pepper', 'mint green tea', 'tomatoes', 'green beans', 'zucchini', 'mashed potato', 'asparagus', 'gums', 'cauliflower', 'antioxydant juice', 'carrots']"
4057,6544252,"['pokemon shield', 'tomatoes', 'black tea', 'frozen vegetables', 'whole wheat pasta', 'asparagus', 'shallot', 'gums', 'nonfat milk', 'vegetables mix', 'shampoo', 'razor', 'antioxydant juice', 'carrots']"
1656,5646815,"['fromage blanc', 'shower gel', 'tomatoes', 'cologne', 'salad', 'rice', 'iPad', 'candy bars', 'airpods', 'carrots']"
3986,11497441,"['tomatoes', 'pickles', 'avocado', 'frozen vegetables', 'shallot', 'candy bars']"
5206,9523295,"['tomato sauce', 'tomatoes', 'bacon', 'ham', 'zucchini', 'asparagus', 'salad', 'tooth brush', 'escalope', 'carrots']"
2690,5834727,"['spinach', 'flax seed', 'cake', 'tomatoes', 'avocado', 'green beans', 'frozen vegetables', 'shallot', 'carrots']"
9737,5579279,"['green beans', 'asparagus', 'shallot', 'melons', 'carrots']"
8610,7584127,"['herb & pepper', 'tomatoes', 'cooking oil', 'pokemon violet', 'salad', 'energy bar', 'cream', 'escalope', 'carrots']"
4844,5375415,"['tomatoes', 'pickles', 'final fantasy XIX', 'cologne', 'mashed potato', 'asparagus', 'salad', 'ratchet & clank', 'shallot', 'shampoo', 'carrots', 'toothpaste']"
4028,5662937,"['tea', 'tomatoes', 'spaghetti', 'cauliflower', 'energy drink', 'asparagus', 'salad', 'light mayo', 'fresh tuna', 'melons', 'chicken', 'carrots', 'toothpaste']"
8722,9141161,"['tomatoes', 'burgers', 'cologne', 'milk', 'asparagus', 'shallot', 'champagne']"
6575,9773209,"['flax seed', 'tomatoes', 'green beans', 'vacuum cleaner', 'mashed potato', 'muffins', 'energy bar', 'herb & pepper', 'carrots']"
3282,8973858,"['flax seed', 'pancakes', 'ham', 'metroid fusion', 'gluten free bar', 'salad', 'shallot', 'green grapes', 'carrots', 'protein bar']"
6204,5018101,"['deodorant', 'green beans', 'mineral water', 'hand protein bar', 'meatballs', 'candy bars', 'green grapes', 'half-life 2', 'melons', 'black beer', 'herb & pepper', 'carrots']"
6870,8264023,"['tomatoes', 'razor', 'bluetooth headphones', 'body spray', 'zucchini', 'asparagus', 'melons', 'herb & pepper', 'red wine']"
9077,5274854,"['tomatoes', 'burgers', 'frozen vegetables', 'asparagus', 'soda', 'shampoo', 'green grapes', 'cauliflower']"
4787,5555987,"['tomatoes', 'frozen vegetables', 'mashed potato', 'pokemon violet', 'meatballs', 'low fat yogurt', 'yams', 'asparagus', 'shallot', 'ratchet & clank 3', 'melons', 'carrots']"
10278,6230700,"['flax seed', 'tomatoes', 'shower gel', 'avocado', 'frozen vegetables', 'mashed potato', 'salad', 'nonfat milk', 'green grapes', 'airpods', 'cauliflower', 'carrots', 'strawberries']"
128,10140612,"['shower gel', 'cologne', 'portal', 'asparagus', 'melons', 'herb & pepper', 'carrots', 'strawberries']"
895,5943696,"['eggs', 'tomato sauce', 'tomatoes', 'parmesan cheese', 'blueberries', 'pickles', 'mashed potato', 'asparagus', 'low fat yogurt', 'vegetables mix', 'green grapes', 'pasta', 'cauliflower']"
8618,979545,"['spinach', 'tomatoes', 'shower gel', 'avocado', 'body spray', 'ground beef', 'frozen vegetables', 'mashed potato', 'asparagus', 'salad', 'gums', 'candy bars', 'soda', 'cauliflower', 'carrots']"
2492,4713347,"['tomatoes', 'green beans', 'ground beef', 'metroid prime', 'asparagus', 'shampoo', 'carrots']"
3877,6160017,"['tomatoes', 'trout', 'portal', 'asparagus', 'hot dogs', 'honey', 'vegetables mix']"
500,3430456,"['avocado', 'green beans', 'extra dark chocolate', 'cologne', 'asparagus', 'vegetables mix', 'melons', 'cauliflower']"
6785,5423863,"['flax seed', 'tomatoes', 'deodorant', 'razor', 'carrots', 'asparagus', 'beats headphones', 'melons', 'cauliflower', 'metroid prime']"
3467,3802923,"['spinach', 'tomatoes', 'zucchini', 'green grapes', 'shampoo', 'energy bar', 'phone charger', 'chicken', 'escalope', 'carrots']"
6147,3208517,"['soup', 'tomatoes', 'cologne', 'cooking oil', 'cotton buds', 'asparagus', 'water spray', 'oil', 'melons', 'carrots']"
1192,7965741,"['flax seed', 'tomatoes', 'sparkling water', 'french fries', 'shrimp', 'mashed potato', 'asparagus', 'water spray', 'honey', 'pasta', 'chocolate', 'tooth brush', 'carrots', 'toothpaste']"
3629,2921994,"['tomatoes', 'whole weat flour', 'corn', 'asparagus', 'tooth brush', 'cereals', 'carrots', 'strawberries']"
1140,83970,"['chicken', 'ratchet & clank 2', 'tomatoes', 'google tablet', 'green beans', 'cider', 'zucchini', 'frozen vegetables', 'mashed potato', 'melons', 'cream', 'cauliflower', 'strawberries']"
2253,684545,"['tomatoes', 'butter', 'final fantasy XX', 'cotton buds', 'asparagus', 'ratchet & clank 3', 'razor', 'carrots']"
4091,1915179,"['tomatoes', 'pickles', 'green beans', 'body spray', 'asparagus', 'megaman zero 4', 'cauliflower', 'herb & pepper', 'carrots']"
9039,6707186,"['green beans', 'pokemon sword', 'asparagus', 'salad', 'cauliflower', 'laptop']"
3141,4315096,"['toilet paper', 'tomatoes', 'shower gel', 'asparagus', 'escalope']"
2245,1712433,"['tomatoes', 'avocado', 'bacon', 'green beans', 'burgers', 'frozen vegetables', 'mashed potato', 'asparagus', 'turkey', 'meatballs', 'soda', 'melons', 'chicken', 'toothpaste']"
4054,4646392,"['megaman zero 2', 'cotton buds', 'frozen vegetables', 'zucchini', 'asparagus', 'hot dogs', 'mashed potato', 'chili', 'herb & pepper']"
4635,846758,"['tomatoes', 'sparkling water', 'toothpaste', 'asparagus', 'soda', 'shampoo', 'carrots', 'eggplant']"
8546,1435494,"['tomatoes', 'avocado', 'burgers', 'ham', 'mashed potato', 'melons', 'herb & pepper', 'carrots']"
5441,10510402,"['flax seed', 'fresh bread', 'tomatoes', 'shower gel', 'metroid fusion', 'asparagus', 'turkey', 'candy bars', 'shampoo', 'oatmeal']"
3799,9175676,"['tomatoes', 'parmesan cheese', 'portal', 'ground beef', 'zucchini', 'asparagus', 'green grapes', 'razor', 'carrots', 'eggplant']"
3987,5761841,"['tomatoes', 'catfish', 'pickles', 'cotton buds', 'pokemon violet', 'asparagus', 'fresh tuna', 'pokemon scarlet', 'cauliflower', 'herb & pepper', 'carrots', 'eggplant']"
4872,12090136,"['asparagus', 'flax seed', 'cauliflower', 'tomatoes']"
4577,10520143,"['toilet paper', 'tomatoes', 'shower gel', 'deodorant', 'asparagus', 'melons', 'carrots']"
10153,12057516,"['tomatoes', 'final fantasy XX', 'zucchini', 'cotton buds', 'mashed potato', 'asparagus', 'gums', 'shampoo', 'melons', 'carrots']"
6573,3318596,"['almonds', 'green beans', 'ham', 'zucchini', 'hot dogs', 'asparagus', 'salad', 'light mayo', 'vegetables mix', 'pepper', 'razor', 'ketchup', 'carrots']"
4323,6520360,"['toilet paper', 'google tablet', 'tomatoes', 'shower gel', 'cologne', 'french fries', 'frozen vegetables', 'asparagus', 'salad', 'low fat yogurt', 'iPad', 'mayonnaise', 'champagne', 'green grapes', 'final fantasy XXII', 'carrots']"
4695,6644357,"['tomatoes', 'shower gel', 'avocado', 'ham', 'frozen vegetables', 'vegetables mix', 'shampoo', 'chili', 'final fantasy XX', 'red wine']"
5441,957578,"['tomatoes', 'avocado', 'green beans', 'bacon', 'mashed potato', 'asparagus', 'carrots']"
1248,1888388,"['tomatoes', 'burgers', 'zucchini', 'asparagus', 'low fat yogurt', 'melons', 'samsung galaxy 10', 'toothpaste']"
2062,837473,"['tomatoes', 'mint green tea', 'ham', 'zucchini', 'asparagus', 'green grapes', 'cauliflower', 'metroid prime', 'toothpaste']"
5419,1245959,"['bramble', 'fromage blanc', 'tomatoes', 'pickles', 'zucchini', 'mashed potato', 'asparagus', 'samsung galaxy 10', 'escalope', 'eggplant']"
3444,8394724,"['megaman zero 3', 'zucchini', 'mashed potato', 'asparagus', 'ratchet & clank 3', 'portal 2', 'melons', 'carrots', 'toothpaste']"
2005,4238573,"['soup', 'toilet paper', 'cake', 'shower gel', 'tomatoes', 'bluetooth headphones', 'energy drink', 'asparagus', 'beats headphones', 'portal 2', 'ketchup', 'carrots', 'toothpaste']"
4896,3503019,"['tomatoes', 'butter', 'avocado', 'green beans', 'zucchini', 'shallot', 'airpods', 'carrots']"
348,3377319,"['tomatoes', 'zucchini', 'asparagus', 'vegetables mix', 'green grapes', 'soda', 'razor', 'carrots', 'strawberries']"
4281,8929308,"['ratchet & clank 2', 'tomatoes', 'avocado', 'bacon', 'toothpaste', 'zucchini', 'asparagus', 'razor', 'carrots', 'strawberries']"
9499,9333800,"['eggs', 'tomatoes', 'green beans', 'zucchini', 'frozen vegetables', 'mashed potato', 'asparagus', 'iPad', 'green grapes', 'herb & pepper']"
414,8435687,"['tomatoes', 'green beans', 'blueberries', 'frozen vegetables', 'asparagus', 'salt', 'carrots']"
10338,5699536,"['tomatoes', 'green beans', 'portal', 'hot dogs', 'cauliflower', 'eggplant']"
4708,3314197,"['tomatoes', 'deodorant', 'body spray', 'mashed potato', 'asparagus', 'ratchet & clank 3', 'oil', 'cream', 'eggplant']"
2414,1201943,"['tomato sauce', 'tomatoes', 'green tea', 'cauliflower', 'sparkling water', 'frozen vegetables', 'yams', 'tooth brush', 'antioxydant juice', 'carrots']"
10468,2252970,"['tomatoes', 'ground beef', 'carrots', 'asparagus', 'strong cheese']"
6101,11314850,"['ratchet & clank 2', 'tomatoes', 'grated cheese', 'metroid fusion', 'champagne', 'burger sauce', 'chicken', 'carrots']"
3675,12161730,"['tomatoes', 'shower gel', 'chocolate bread', 'burgers', 'green beans', 'cologne', 'corn', 'frozen vegetables', 'mashed potato', 'asparagus', 'salad', 'milk', 'soda', 'megaman zero 4', 'antioxydant juice']"
6549,6796439,"['mint green tea', 'deodorant', 'burgers', 'bacon', 'ground beef', 'frozen vegetables', 'hand protein bar', 'water spray', 'candy bars', 'chili', 'green grapes', 'airpods', 'mint', 'melons', 'carrots']"
7122,8361706,"['tomatoes', 'green beans', 'frozen vegetables', 'megaman zero 4', 'melons']"
3438,9741201,"['pokemon shield', 'toilet paper', 'tomatoes', 'megaman zero', 'burgers', 'blueberries', 'zucchini', 'asparagus', 'water spray', 'shampoo', 'energy bar', 'melons', 'cauliflower', 'carrots', 'protein bar']"
2410,10221011,"['tomatoes', 'shower gel', 'black tea', 'mashed potato', 'salad', 'airpods']"
6255,3284976,"['tomatoes', 'black tea', 'green beans', 'ham', 'frozen vegetables', 'mashed potato', 'asparagus', 'gluten free bar', 'melons']"
4504,9073177,"['toilet paper', 'shower gel', 'blueberries', 'cologne', 'body spray', 'mineral water', 'mashed potato', 'asparagus', 'mint', 'green tea']"
334,9762641,"['pet food', 'tomato juice', 'tomatoes', 'sparkling water', 'chutney', 'mashed potato', 'asparagus', 'burger sauce', 'oil', 'carrots', 'toothpaste']"
3747,8501276,"['pancakes', 'tomatoes', 'chocolate bread', 'green beans', 'ham', 'asparagus', 'iPad', 'pasta', 'shampoo', 'energy bar', 'cauliflower']"
1995,4160374,"['tomatoes', 'zucchini', 'cotton buds', 'asparagus', 'melons', 'cauliflower']"
4489,7919661,"['meatballs', 'tomatoes', 'avocado', 'strawberries']"
2349,5230610,"['tomatoes', 'shower gel', 'deodorant', 'green beans', 'blueberries', 'ham', 'mashed potato', 'asparagus', 'green tea', 'carrots']"
5091,6660997,"['pet food', 'tomatoes', 'pokemon violet', 'asparagus', 'honey', 'burger sauce', 'pepper', 'carrots']"
6497,4163615,"['phone charger', 'shower gel', 'tomatoes', 'burgers', 'body spray', 'mashed potato', 'asparagus', 'salad', 'hand protein bar', 'turkey', 'razor', 'carrots']"
915,7774564,"['shower gel', 'tomatoes', 'green beans', 'burgers', 'ham', 'muffins', 'metroid prime', 'eggplant']"
5791,1686760,"['flax seed', 'spinach', 'tomatoes', 'deodorant', 'zucchini', 'salad', 'iPad', 'salt', 'carrots']"
6829,6197067,"['tomatoes', 'mineral water', 'metroid fusion', 'mashed potato', 'asparagus', 'ratchet & clank 3', 'green grapes', 'chicken', 'carrots']"
3717,3809856,"['tomatoes', 'avocado', 'frozen vegetables', 'asparagus', 'gluten free bar', 'soda', 'phone car charger', 'mint']"
9187,9117755,"['tomatoes', 'green beans', 'half-life: alyx', 'cologne', 'asparagus', 'shallot', 'candy bars', 'light mayo', 'portal 2', 'melons', 'tooth brush', 'carrots']"
3687,4455226,"['toilet paper', 'tomatoes', 'mint green tea', 'avocado', 'green beans', 'mint', 'carrots', 'toothpaste']"
9355,4936135,"['seabass', 'tomatoes', 'parmesan cheese', 'mashed potato', 'asparagus', 'whole wheat pasta', 'shampoo', 'green tea', 'strawberries']"
9677,9115748,"['toilet paper', 'tomatoes', 'avocado', 'green beans', 'corn', 'green grapes', 'mint', 'melons', 'carrots', 'protein bar']"
2078,5294054,"['flax seed', 'toilet paper', 'tomatoes', 'pickles', 'frozen smoothie', 'asparagus', 'cauliflower', 'escalope', 'carrots', 'strawberries']"
4514,8312516,"['tea', 'burgers', 'ham', 'body spray', 'cotton buds', 'whole wheat pasta', 'asparagus', 'vegetables mix', 'salt', 'cauliflower', 'herb & pepper', 'carrots', 'strawberries']"
9548,6304439,"['tomatoes', 'portal', 'mashed potato', 'asparagus', 'turkey', 'shampoo', 'cauliflower', 'herb & pepper', 'carrots', 'eggplant']"
1205,3593328,"['tomato juice', 'tomatoes', 'shower gel', 'blueberries', 'pokemon violet', 'asparagus', 'iPad', 'chili', 'fresh tuna', 'carrots', 'toothpaste']"
9503,7547229,"['cauliflower', 'carrots', 'avocado']"
1302,6452158,"['tomatoes', 'megaman zero', 'pickles', 'asparagus', 'shallot', 'ratchet & clank 3', 'burger sauce', 'melons']"
2935,6018348,"['eggs', 'tomatoes', 'avocado', 'green beans', 'whole weat flour', 'ground beef', 'minecraft', 'frozen vegetables', 'mashed potato', 'hot dogs', 'asparagus', 'vegetables mix', 'energy bar', 'cauliflower', 'herb & pepper', 'carrots', 'toothpaste']"
6706,2238700,"['avocado', 'babies food', 'zucchini', 'energy drink', 'mashed potato', 'asparagus', 'pokemon violet', 'low fat yogurt', 'green grapes', 'green tea', 'carrots']"
3808,1105547,"['body spray', 'zucchini', 'frozen vegetables', 'minecraft', 'gluten free bar', 'asparagus', 'salmon', 'green tea', 'herb & pepper', 'carrots']"
9363,10059983,"['tomatoes', 'oil', 'mashed potato', 'asparagus', 'iphone 8', 'shallot', 'pepper', 'mint', 'herb & pepper', 'carrots']"
3579,3513020,"['strawberries', 'toilet paper', 'tomatoes', 'green beans', 'mashed potato', 'asparagus', 'salad', 'gluten free bar', 'iphone 8', 'cauliflower', 'carrots', 'toothpaste']"
7989,6810399,"['tomatoes', 'shower gel', 'hand protein bar', 'asparagus', 'metroid prime', 'turkey', 'yams', 'antioxydant juice', 'carrots']"
5560,9101922,"['tomatoes', 'cotton buds', 'frozen vegetables', 'asparagus', 'green tea', 'carrots']"
5730,11460465,"['tomatoes', 'green beans', 'cereals', 'milk', 'asparagus', 'megaman zero 4', 'shampoo', 'tea', 'herb & pepper', 'carrots']"
9466,7359240,"['tomatoes', 'avocado', 'frozen vegetables', 'shallot', 'melons', 'carrots']"
8404,11410308,"['fromage blanc', 'tomatoes', 'grated cheese', 'avocado', 'canned_tuna', 'frozen smoothie', 'asparagus', 'nonfat milk', 'carrots']"
10329,3517992,"['tomatoes', 'green beans', 'bacon', 'french fries', 'sandwich', 'asparagus', 'water spray', 'tooth brush', 'strawberries']"
4716,6076409,"['bramble', 'green beans', 'black beer', 'babies food', 'energy drink', 'whole wheat pasta', 'tooth brush', 'carrots', 'toothpaste']"
5524,5388572,"['tomatoes', 'deodorant', 'green beans', 'pickles', 'cologne', 'razor', 'body spray', 'metroid fusion', 'asparagus', 'ratchet & clank', 'oil', 'melons', 'cauliflower', 'carrots']"
2747,1106790,"['fresh bread', 'tomatoes', 'avocado', 'green beans', 'asparagus', 'meatballs', 'salad', 'portal 2', 'carrots']"
1271,5110026,"['bramble', 'pokemon shield', 'flax seed', 'soup', 'mint green tea', 'tomatoes', 'spaghetti', 'green beans', 'mashed potato', 'asparagus', 'turkey', 'vegetables mix', 'megaman zero 4', 'carrots']"
5528,5433966,"['tomatoes', 'cereals', 'mashed potato', 'asparagus', 'tooth brush', 'escalope', 'carrots']"
5125,7409701,"['tomatoes', 'light cream', 'avocado', 'green beans', 'ham', 'frozen vegetables', 'shrimp', 'asparagus', 'green grapes', 'herb & pepper', 'carrots']"
5463,1879572,"['flax seed', 'tomatoes', 'shower gel', 'frozen smoothie', 'cologne', 'cotton buds', 'pokemon sword', 'mashed potato', 'asparagus', 'final fantasy XXII', 'carrots', 'toothpaste']"
536,11993953,"['pancakes', 'tomatoes', 'frozen vegetables', 'dessert wine', 'tea', 'carrots']"
5323,3003349,"['tomatoes', 'spaghetti', 'deodorant', 'cologne', 'asparagus', 'muffins', 'strawberries']"
6679,10003856,"['tomatoes', 'chocolate bread', 'yogurt cake', 'frozen vegetables', 'asparagus', 'shallot', 'iPad', 'melons']"
3656,6562112,"['google tablet', 'tomatoes', 'cologne', 'mashed potato', 'hot dogs', 'asparagus', 'water spray', 'salt', 'half-life 2', 'chocolate', 'mint', 'melons', 'cottage cheese', 'herb & pepper']"
6179,3703080,"['flax seed', 'tea', 'tomatoes', 'trout', 'pickles', 'green beans', 'megaman zero', 'megaman zero 2', 'corn', 'metroid prime', 'asparagus', 'shampoo', 'melons', 'cauliflower', 'carrots']"
5780,206719,"['spinach', 'toilet paper', 'pokemon sword', 'mashed potato', 'hot dogs', 'asparagus', 'green grapes', 'muffins']"
7122,6218593,"['tomatoes', 'black beer', 'mashed potato', 'asparagus', 'meatballs', 'iPad', 'cauliflower', 'carrots', 'strawberries']"
1433,6712899,"['pokemon scarlet', 'toilet paper', 'tomatoes', 'megaman zero', 'green beans', 'cologne', 'asparagus', 'samsung galaxy 10', 'energy bar', 'melons', 'tea', 'carrots']"
1136,12097920,"['sparkling water', 'asparagus', 'gluten free bar', 'shallot', 'vegetables mix', 'salmon', 'cream', 'toothpaste']"
10481,9670663,"['seabass', 'tomatoes', 'cologne', 'babies food', 'french fries', 'asparagus', 'brownies', 'shampoo', 'carrots']"
5157,12055764,"['flax seed', 'tomatoes', 'ground beef', 'frozen vegetables', 'phone car charger', 'asparagus', 'shallot', 'champagne', 'pokemon scarlet', 'melons', 'protein bar']"
5458,403218,"['tomatoes', 'avocado', 'minecraft', 'hand protein bar', 'pokemon violet', 'champagne', 'oatmeal', 'melons', 'cauliflower', 'cereals', 'carrots']"
1221,3850629,"['tomatoes', 'cologne', 'zucchini', 'tooth brush', 'asparagus', 'vegetables mix', 'razor', 'chicken', 'muffins', 'carrots', 'eggplant']"
1726,7021094,"['flax seed', 'tomatoes', 'ham', 'mashed potato', 'asparagus', 'water spray', 'vegetables mix', 'green grapes', 'melons', 'tea', 'carrots', 'strawberries']"
1031,10794516,"['tomatoes', 'black tea', 'ham', 'frozen smoothie', 'razor', 'megaman zero 3', 'cotton buds', 'frozen vegetables', 'mashed potato', 'whole wheat pasta', 'pasta', 'melons', 'ketchup', 'carrots', 'eggplant']"
9344,10105902,"['fresh bread', 'tomatoes', 'pickles', 'green beans', 'cologne', 'gums', 'oil']"
797,7668384,"['tomatoes', 'green beans', 'mineral water', 'final fantasy XXII', 'asparagus', 'ratchet & clank 3', 'melons', 'carrots', 'toothpaste']"
10327,803635,"['flax seed', 'toilet paper', 'white wine', 'tomatoes', 'green beans', 'body spray', 'french wine', 'cotton buds', 'asparagus', 'shallot', 'airpods', 'chicken', 'herb & pepper', 'toothpaste']"
1437,11780012,"['white wine', 'tomatoes', 'light cream', 'bacon', 'mashed potato', 'asparagus', 'brownies', 'green tea', 'herb & pepper', 'toothpaste']"
3362,4093403,"['tomatoes', 'chocolate bread', 'metroid fusion', 'cotton buds', 'frozen vegetables', 'hot dogs', 'salad', 'rice', 'candy bars', 'dessert wine', 'phone car charger', 'carrots']"
8529,12060266,"['flax seed', 'eggs', 'fresh bread', 'tomatoes', 'napkins', 'cologne', 'frozen vegetables', 'mashed potato', 'asparagus', 'salad', 'melons']"
7350,11267972,"['toilet paper', 'tomatoes', 'shower gel', 'bacon', 'blueberries', 'ham', 'zucchini', 'meatballs', 'shampoo', 'cauliflower', 'carrots']"
5596,2769919,"['cake', 'tomatoes', 'whole wheat rice', 'cologne', 'frozen vegetables', 'mashed potato', 'water spray', 'shallot', 'ketchup', 'carrots', 'strawberries']"
9174,2024725,"['shower gel', 'tomatoes', 'cooking oil', 'mashed potato', 'asparagus', 'cottage cheese', 'cauliflower', 'carrots']"
6352,8972483,"['toilet paper', 'shower gel', 'tomatoes', 'mashed potato', 'carrots']"
1658,9322799,"['tomatoes', 'green beans', 'ham', 'frozen smoothie', 'red wine', 'whole weat flour', 'mashed potato', 'asparagus', 'nonfat milk', 'carrots', 'toothpaste']"
3284,11724056,"['tomatoes', 'french fries', 'frozen vegetables', 'mashed potato', 'asparagus', 'turkey', 'meatballs', 'megaman zero 4', 'salt', 'vegetables mix', 'melons', 'cauliflower']"
